HE1991	HE1992	HE1993	HE1994	HE1995	HE1996	HE1997	HE1998	HE1999	HE2000	HE2001	HE2002	HE2003	HE2004	HE2005	HE2006	HE2007	HE2008	HE2009	HE2010	HE2011	HE2012	HE2013	HE2014	HE2015	HE2016	HE2017
37.8222	38.7571	38.7550	39.8062	47.8365	46.6907	48.7004	46.6471	45.6296	45.1000	44.3206	46.7091	45.3401	42.2638	41.8671	43.4858	41.7860	39.8004	43.2692	40.1963	37.0502	36.7619	35.5058	34.6542	37.5590	38.1763	35.6944
18.3883	19.8357	19.2245	20.7633	18.6740	18.7524	18.5982	18.6219	18.7796	18.4000	18.9280	18.1586	17.7124	17.5262	17.4327	17.3126	17.1158	16.6303	17.2400	16.1510	14.0225	14.0015	14.1774	14.1352	14.9929	15.1732	14.4594
36.4906	37.0485	38.7904	37.8620	37.6673	34.3660	36.9867	34.6191	36.6493	36.4000	37.4599	36.4077	35.1141	34.0771	34.3343	33.0988	31.0603	28.3215	30.4703	29.7878	29.1719	30.5855	30.1144	29.2538	30.4203	30.2897	29.2458
40.7790	43.5277	44.4150	46.4186	42.1165	40.9851	40.4597	40.5662	39.9999	40.3000	41.4759	39.3360	39.2243	38.1331	36.9280	36.4110	35.2844	33.2475	34.4749	35.1118	32.4935	30.0207	31.2730	31.2634	34.6332	39.4859	37.2068
50.8341	50.0330	50.0165	49.5120	48.7727	48.8355	48.0993	47.9447	46.4511	52.6000	52.6849	52.6428	51.3405	51.8271	50.9579	50.0895	48.3887	47.3407	46.5243	43.8427	41.5376	41.1163	40.7871	40.2586	41.3676	39.9842	36.3576
31.8443	32.1404	31.9033	30.8398	30.9913	30.7118	31.0584	31.0852	31.6548	31.4000	31.4139	30.3157	29.0330	28.4547	27.7296	25.9840	25.9310	23.3595	24.3824	24.4061	22.8855	23.0545	24.2693	24.7512	25.1023	24.5291	24.4388
40.7923	38.8329	38.9165	37.6827	37.9588	36.8750	36.7434	37.0538	38.2930	36.8000	36.3169	37.5447	38.2447	37.7597	38.0745	36.7467	36.7839	36.4925	37.8508	35.4795	33.7435	34.7255	32.7161	32.0292	32.0192	33.9759	31.0840
11.3759	11.3268	11.4948	11.2793	10.8097	10.8039	10.6320	10.5699	10.4042	10.5000	10.5080	10.7802	10.4106	9.7933	9.5586	9.4011	8.8138	8.4046	9.4206	9.3840	8.8743	9.1136	8.9532	8.5797	9.0123	9.0948	8.8200
13.1719	12.9559	12.4701	11.7661	11.6749	11.6605	11.8061	12.1316	11.7243	11.5000	11.2536	11.4157	11.1207	10.7491	10.9936	11.2937	10.7289	10.8924	11.6872	11.0380	10.3481	10.3546	9.9120	9.4563	10.0241	10.0979	9.7203
50.8377	50.3814	50.2600	46.0596	45.4874	44.0622	44.4648	44.0947	44.0113	45.2000	43.8685	44.0908	43.0408	43.3281	41.6696	42.4149	41.2966	39.8534	40.8490	39.9440	37.3360	36.4045	35.6643	35.1744	35.1156	34.0822	33.8351
40.1278	42.5107	43.7492	43.3237	40.8569	39.5292	41.5427	40.5735	43.3624	41.9000	40.4907	40.1838	41.8126	41.8106	40.8009	39.5290	39.0703	37.4869	36.8635	34.0074	33.6842	34.0043	33.3526	34.0547	37.6796	37.9657	36.7390
60.1544	60.6912	62.8506	64.0458	60.3560	59.9235	57.7716	60.3930	60.8094	57.9000	58.2016	59.5822	57.6381	61.4144	59.1265	54.2441	56.2511	53.7758	56.6887	53.2165	50.1813	49.8557	49.7354	47.5970	51.7904	54.8966	53.8099
14.0621	14.6794	14.7627	14.4824	14.1116	13.4850	13.0316	13.5803	13.7669	12.7000	12.9093	14.1877	13.9643	12.6320	11.7520	10.7844	10.3318	9.3635	12.4104	11.7268	10.8663	10.8151	10.8989	11.0548	12.4954	13.0856	12.7213
20.7237	20.4274	20.6672	20.6920	20.5805	19.5138	19.7024	20.0498	19.9222	18.9000	19.4559	19.5631	18.9777	18.3314	17.8492	16.9185	15.8939	12.6170	15.6863	14.0600	13.4777	13.3045	13.6652	14.7648	17.3473	18.4314	17.3800
39.3272	37.6488	37.4925	37.6748	36.7494	35.7026	36.7581	36.6473	36.9642	36.8000	35.2878	35.4763	34.3344	34.4520	32.8423	32.9891	32.8761	32.0702	32.9275	31.7585	30.8714	31.1726	31.1680	30.6259	30.6349	31.6819	30.1060
39.3382	38.9912	39.1215	36.4174	35.9554	35.5616	37.0250	36.4015	36.4034	36.1000	36.4011	36.4214	36.5718	34.7511	36.6197	33.9413	33.3125	32.8647	33.0951	31.7732	29.7603	28.4197	29.1339	27.7987	28.8718	29.0772	28.7268
35.5939	36.8462	36.1021	35.5441	35.3760	36.2066	37.6049	38.0443	39.0433	39.8000	39.2034	39.0089	38.1038	37.0117	36.8426	36.1189	34.4841	31.8291	34.5771	32.2179	30.9930	33.0336	31.0553	30.6965	32.5838	32.2740	30.9853
57.6388	57.6549	57.8686	57.7507	57.7806	58.1151	57.4283	59.0292	59.9911	59.9000	59.8848	58.2149	58.1653	56.0835	56.5681	54.1327	52.0911	49.7598	51.7454	47.2304	44.3749	43.5927	44.0320	45.5503	46.9425	47.3097	45.8862
45.7747	44.8352	44.9142	44.9907	44.6992	42.7733	44.9553	44.8896	44.7817	43.3000	43.7133	42.4938	42.3321	41.0444	39.5899	39.1226	38.4921	37.6378	40.2340	38.0628	36.9693	37.4542	36.4241	35.2385	35.4503	35.3771	34.8934
29.6756	29.9109	29.7835	29.2226	27.7373	27.0261	26.9179	25.9061	26.5771	26.2000	26.4357	26.0908	25.8864	25.3125	24.5805	23.9843	22.5064	20.8903	22.2529	21.4614	19.9747	20.2661	19.8637	19.3938	20.2412	20.3786	19.8524
21.9620	21.5376	22.4599	22.1426	21.2549	20.8330	21.2555	20.7050	21.0618	21.4000	21.8364	21.2177	20.5712	19.8598	20.0058	19.6263	18.0387	17.1803	19.1196	18.5821	17.6269	17.7051	17.4963	16.7018	17.4252	17.1488	16.1200
21.1318	20.8674	20.9818	21.9583	21.0515	21.8316	20.7285	20.9048	20.2757	19.0000	18.5986	18.7897	18.3906	17.7642	16.6409	15.8285	15.4881	14.5932	16.8800	15.8471	13.8337	13.0783	13.4752	13.9122	16.2906	16.8261	16.5707
33.7003	31.8145	31.1131	31.9627	30.3466	29.5693	30.2481	30.1371	33.5167	34.4000	33.0139	32.4908	32.6736	30.7364	31.0017	29.6704	27.0767	25.4855	27.4080	26.4857	24.3934	25.0805	23.7316	23.2466	23.6948	23.8154	22.9629
43.1362	35.2086	43.6198	44.4106	44.1379	44.9001	46.3237	44.9619	40.5021	41.9100	41.9174	42.9269	42.8170	40.8631	39.9662	39.3454	37.7446	35.8629	40.4073	36.7327	32.5603	32.4840	32.4506	33.0197	37.0068	38.4266	36.4910
37.0260	37.5695	37.1628	35.4454	36.7210	37.8919	35.1420	36.5440	39.4660	40.3000	39.9334	40.6669	40.1222	39.0260	38.1451	37.1120	34.8609	32.2303	31.8892	31.4145	29.7765	29.1252	28.6263	28.6049	27.9837	28.5187	27.6964
19.3559	18.6693	18.5414	18.5262	18.1424	17.8279	18.2691	19.0974	18.5813	18.4000	18.4653	18.3432	17.4164	16.8175	15.7431	15.1251	14.2608	12.8520	15.0236	13.7933	12.7004	12.2388	12.6881	13.3930	15.6169	14.7890	15.0913
44.0164	43.7173	45.3336	45.5852	44.1111	45.5378	46.2760	44.7961	45.4013	45.1000	45.6555	43.8941	42.4534	40.3809	39.1892	39.6365	38.8595	36.8218	40.5097	41.1300	39.2727	38.2702	37.5766	40.6736	43.1731	43.2980	36.7666
43.3163	42.6779	44.0572	43.6077	43.0271	44.9283	44.3004	44.9787	46.7379	48.6000	45.9968	46.6001	44.0722	42.9462	42.0125	41.3893	39.6424	39.2282	39.9986	39.2153	36.1095	32.9907	29.1149	28.4182	34.0522	36.5691	35.4372
13.2634	13.0409	12.9334	12.2383	11.7726	12.3993	12.0730	13.1724	12.6695	13.1000	13.6433	13.8740	13.1658	12.0280	11.4552	11.2390	10.6642	10.7417	11.4414	10.5064	9.6572	9.3843	9.7526	9.5717	10.3196	10.5026	10.1672
18.8681	19.7708	19.3846	18.1789	17.8332	18.7556	17.7140	18.3490	17.4674	17.6000	17.3460	17.3311	16.6655	15.2949	14.8557	14.4092	13.2345	12.5648	14.3224	13.8836	12.9483	13.0880	12.8863	12.9261	13.5882	13.1934	13.0654
25.1091	27.2479	27.9433	26.8278	25.0369	24.5476	24.7884	23.5638	24.7008	25.2000	25.5724	25.0185	24.1927	23.1309	22.8718	21.7908	19.1616	18.2695	21.3496	21.8528	20.9274	21.7089	20.8332	19.6913	20.6754	20.2121	19.0404
33.0019	33.3807	33.1085	30.1490	30.7522	28.8939	28.6528	29.5826	31.1762	33.4000	34.5869	35.7765	35.6145	35.6625	36.0519	35.8236	33.2896	30.7979	31.8584	29.5934	26.4815	25.4395	25.1089	25.1516	26.0955	25.3509	24.5106
29.5095	29.5926	30.3784	30.3419	27.7818	29.6402	29.1447	28.6322	29.0543	28.4000	29.0561	29.4159	28.4755	26.6909	26.1569	22.7994	22.4889	23.4708	25.5641	23.6742	21.8750	23.3013	24.1084	24.6806	26.0035	27.2589	26.8704
25.0810	25.2177	26.3689	25.6853	24.7541	23.7025	24.2068	23.3178	23.4988	22.7000	23.1986	22.6747	21.4388	20.8949	20.5853	19.9449	18.7037	18.5618	21.2785	21.3453	20.6239	21.3068	21.1098	20.8686	21.9467	21.2802	20.3212
47.9796	47.3258	46.5455	46.4126	47.1186	45.8873	46.0830	45.4716	45.2753	44.6000	45.8657	46.3886	46.0512	45.8512	46.2096	46.9560	46.5981	46.7536	48.9179	41.0426	38.9150	38.2541	38.2873	37.3273	36.9074	36.6025	35.4665
45.0034	44.4660	43.0637	41.5819	42.4323	42.4701	42.0612	42.2731	40.4430	39.8000	40.4366	39.8233	38.9960	38.5186	37.9307	37.1232	35.8726	33.4531	34.8088	32.9012	31.6461	30.7208	30.2696	30.7004	32.0531	35.2623	35.7040
43.7849	42.3872	44.4169	43.9832	42.1281	43.0083	44.8789	44.6881	44.7848	41.4000	41.5639	41.3215	39.6266	40.5178	39.3770	38.7116	38.9370	40.5045	40.4113	37.5240	35.4952	35.2333	36.1978	36.5522	38.9829	41.5647	39.2551
13.8260	14.3583	15.2118	14.3280	13.2524	13.4738	13.1126	13.2566	12.9581	12.6000	12.7768	13.0928	12.4440	11.4355	11.3995	10.7052	9.6366	9.5229	11.4919	10.2867	9.5320	10.2278	10.2339	10.1254	10.6656	10.8667	10.7486
7.3495	7.6140	7.5558	7.4256	7.1099	7.1564	7.1408	6.8431	6.9856	6.8000	6.9498	7.0851	7.0024	6.6246	6.4060	6.0548	5.4807	5.2586	5.9651	5.5835	5.1454	5.3308	5.2722	5.1339	5.3840	5.4283	5.4333
21.7487	20.9403	20.2568	20.4410	20.8106	19.3313	19.2562	19.2937	19.2545	19.3000	19.3347	18.7490	19.6445	19.0503	17.6458	16.5405	16.1296	19.4106	18.2510	18.4598	18.6674	19.1424	19.5686	19.3476	19.4453	20.0230	20.0200
43.7228	42.4169	40.8614	39.0581	38.0862	37.9585	36.6712	36.5720	34.1930	33.6100	34.1064	33.3527	32.4460	30.5083	29.5485	28.9701	27.3239	35.7476	34.4365	33.7221	33.4808	33.5107	33.4925	32.2891	32.5599	32.7343	32.7556
39.0389	47.7416	47.8086	46.2846	45.1673	46.7868	45.0885	44.9552	43.9326	43.2000	43.1528	42.7679	41.6117	42.3898	42.5948	40.4557	38.3801	36.8966	39.1614	37.9820	37.4043	35.3149	34.9231	34.0088	36.9793	38.6790	40.3697
67.0250	66.9027	65.5060	64.2517	60.3781	59.6969	59.8247	57.7405	58.6536	58.3000	58.1483	58.4932	57.7769	58.1912	56.5307	57.5598	55.5836	51.7445	54.0145	51.6248	49.9666	49.1494	47.1506	45.3926	47.1888	47.1070	46.9243
54.2838	54.1030	54.0355	52.9754	51.5246	50.0538	53.0593	54.0941	55.4416	52.6000	54.5666	52.8444	52.3546	51.0491	50.1929	49.1499	48.0100	46.5976	49.7622	46.4437	44.7457	43.7386	42.9886	44.1978	45.0190	44.2550	41.8961
36.4612	34.7996	39.2755	39.1224	36.9258	35.3723	35.5007	35.0351	35.7208	35.1000	35.8419	34.0429	33.2748	33.6486	33.8542	33.5709	33.7862	30.5437	30.7004	29.7663	28.6958	29.9078	29.2305	28.7469	30.3999	31.5692	32.0845
39.8851	40.3785	40.1713	38.7005	39.0383	37.8573	38.6276	36.7176	37.7128	34.4000	36.0058	34.9606	33.8569	32.9579	32.0539	32.2438	31.2132	28.9401	32.8626	31.7136	30.1539	30.1350	29.2661	28.8876	29.8886	31.7423	31.4035
40.0497	38.5531	39.0776	38.3955	37.4309	37.5308	37.8787	38.1071	37.4092	38.4000	37.0505	37.8137	36.7758	34.0399	33.5691	32.0284	29.5345	26.4360	29.4081	28.5392	30.4079	30.8774	31.4963	31.1765	34.3261	35.5565	35.5807
34.9708	35.1968	34.7651	33.4688	31.8757	32.3450	31.7392	31.2167	33.2896	32.1000	32.8061	32.9090	31.3524	29.7657	28.7603	28.9095	28.1493	26.8962	30.5928	28.4788	26.1805	26.5337	25.8373	26.2080	27.7426	29.1429	28.6149
40.9851	41.7572	42.7555	42.4238	40.0198	40.3980	40.7561	41.3928	40.9424	43.1000	42.7979	43.6723	42.7809	41.2822	40.3378	38.4186	36.3011	33.4586	31.5578	30.9015	31.8963	28.3742	28.0834	27.9515	28.7825	29.4159	29.8011
48.6760	49.2106	48.5048	50.5566	50.8936	52.1563	55.7227	55.7459	51.1167	52.2000	49.5641	48.5086	47.6532	44.5247	44.2413	42.8661	39.0102	34.9314	42.8750	40.9769	36.7027	36.3284	36.2663	39.6300	43.5750	42.9697	42.2997
29.8585	30.1019	30.4458	30.2102	29.4396	28.1429	28.4528	29.6451	29.3427	26.4000	27.5158	27.0403	26.3377	24.8884	23.4952	22.5427	22.1663	20.6725	26.1283	25.8627	23.1450	22.0318	21.5362	20.7746	23.0778	22.6648	22.1144
12.7003	12.7146	12.5996	12.2524	11.4975	11.3238	10.8336	10.6495	10.8185	10.8000	10.9712	11.0519	10.7546	10.3803	10.2554	9.4167	9.0730	9.4390	10.7023	10.2610	9.8605	9.7322	9.4942	8.7412	9.1572	9.7332	9.4237
9.4667	9.3038	9.0810	8.7815	8.5451	8.4845	8.0549	7.9170	7.7860	7.6000	7.7969	8.0658	7.9250	7.8449	7.4091	7.0871	6.9774	7.0443	7.7788	7.3767	6.9749	6.6575	6.5541	6.1326	6.0671	5.8955	5.6935
48.4110	47.1252	47.6305	46.2440	45.9077	47.6474	43.3573	43.3264	45.7380	46.1000	46.8121	47.9141	46.3970	44.3828	43.4491	42.7257	41.9436	40.2414	41.5424	38.7608	36.9034	37.3501	36.9233	36.2727	37.8601	40.1788	39.6900
36.2141	36.1514	36.1518	35.9547	35.8992	33.1967	37.5862	37.6987	38.3397	36.0000	38.2424	37.3614	37.4896	35.4199	33.3287	32.9130	32.4168	30.5181	33.0620	29.2983	31.2142	29.7026	29.7205	28.7086	33.6551	34.7646	35.4047
21.2731	20.1001	20.8216	21.0124	20.8867	20.5879	20.4664	20.0677	19.6547	19.2000	19.2377	19.2718	18.9844	18.7271	17.6035	17.5912	17.0575	16.4692	16.6923	16.3892	15.6269	15.2063	14.8090	14.1799	14.0237	13.1876	12.5279
29.6528	29.7983	30.4724	31.0506	29.0941	28.4465	28.7134	29.4056	28.3777	27.4000	27.4110	27.9849	26.7274	25.6615	24.8182	24.5157	23.9724	23.3787	24.3634	23.0863	23.2896	22.9002	21.8050	21.4586	22.0663	25.3622	26.6131
55.7080	49.5118	50.9526	48.5702	48.9820	51.9329	51.0002	51.6332	50.0561	48.9000	48.9236	48.4858	49.4367	49.1872	49.8949	47.6320	45.6049	41.8942	44.6327	38.1362	35.5858	34.6767	32.5401	34.7088	38.2643	40.3869	39.2781
55.6552	60.1239	57.2130	56.8073	56.3820	53.2367	54.0153	53.7802	57.8369	59.4000	58.1750	58.8759	59.4646	60.1197	58.1480	54.4471	53.7335	51.9281	53.4737	50.9589	49.4555	47.9764	46.9991	47.3766	46.5313	46.5178	45.9507
